,Subject Area,Published,Total Citations,Average Citations,Top 3 Papers
48,Cellular and Molecular Neuroscience,109,2297.0,21.073394495412845,"1. Peripheral Alterations in Cytokine and Chemokine Levels After Antidepressant Drug Treatment for Major Depressive Disorder: Systematic Review and Meta-Analysis (289.0 cites)
2. The Compensatory Immune-Regulatory Reflex System (CIRS) in Depression and Bipolar Disorder (141.0 cites)
3. Cell Death Pathways: a Novel Therapeutic Approach for Neuroscientists (96.0 cites)"
43,Cancer Research,208,2247.0,10.802884615384615,"1. LKB1 and KEAP1/NRF2 pathways cooperatively promote metabolic reprogramming with enhanced glutamine dependence inKRAS-mutant lung adenocarcinoma (167.0 cites)
2. Global Retinoblastoma Presentation and Analysis by National Income Level (146.0 cites)
3. Results of a Randomized, Double-Blind, Placebo-Controlled, Phase III Trial of Trifluridine/Tipiracil (TAS-102) Monotherapy in Asian Patients With Previously Treated Metastatic Colorectal Cancer: The TERRA Study (139.0 cites)"
215,Metals and Alloys,154,2244.0,14.571428571428571,"1. Effect of Bi2O3 on gamma ray shielding and structural properties of borosilicate glasses recycled from high pressure sodium lamp glass (116.0 cites)
2. Simultaneous determination of ascorbic acid, dopamine, and uric acid using graphene quantum dots/ionic liquid modified screen-printed carbon electrode (94.0 cites)
3. Novel electrodes for supercapacitor: Conducting polymers, metal oxides, chalcogenides, carbides, nitrides, MXenes, and their composites with graphene (92.0 cites)"
70,Computer Networks and Communications,699,2175.0,3.111587982832618,"1. Role of social and technological challenges in achieving a sustainable competitive advantage and sustainable business performance (211.0 cites)
2. Performance analysis of a hyperledger fabric blockchain framework: Throughput, latency and scalability (122.0 cites)
3. Blockchain Technology for Applications in Internet of Things - Mapping from System Design Perspective (97.0 cites)"
281,Psychiatry and Mental Health,196,2153.0,10.98469387755102,"1. International Society for Nutritional Psychiatry Research Practice Guidelines for Omega-3 Fatty Acids in the Treatment of Major Depressive Disorder (91.0 cites)
2. Evidence-based umbrella review of 162 peripheral biomarkers for major mental disorders (76.0 cites)
3. Food addiction: Prevalence, psychopathological correlates and associations with quality of life in a large sample (70.0 cites)"
271,Planning and Development,279,2144.0,7.684587813620071,"1. Role of social and technological challenges in achieving a sustainable competitive advantage and sustainable business performance (211.0 cites)
2. Six modes of co-production for sustainability (130.0 cites)
3. Factors influencing construction waste generation in building construction: Thailand's perspective (98.0 cites)"
147,Geography,279,2144.0,7.684587813620071,"1. Role of social and technological challenges in achieving a sustainable competitive advantage and sustainable business performance (211.0 cites)
2. Six modes of co-production for sustainability (130.0 cites)
3. Factors influencing construction waste generation in building construction: Thailand's perspective (98.0 cites)"
333,Veterinary (all),507,2057.0,4.057199211045365,"1. The first detection of Senecavirus A in pigs in Thailand, 2016 (90.0 cites)
2. Porcine circovirus type 3 (PCV3) infection in grower pigs from a Thai farm suffering from porcine respiratory disease complex (PRDC) (88.0 cites)
3. Immunogenicity of a third dose viral-vectored COVID-19 vaccine after receiving two-dose inactivated vaccines in healthy adults (38.0 cites)"
13,Animal Science and Zoology,362,1972.0,5.447513812154696,"1. The dynamics of the piglet gut microbiome during the weaning transition in association with health and nutrition (133.0 cites)
2. Minimalist revision and description of 403 new species in 11 subfamilies of Costa Rican braconid parasitoid wasps, including host records for 219 species (69.0 cites)
3. Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda) (51.0 cites)"
316,Strategy and Management,211,1966.0,9.317535545023697,"1. Bringing context out of the shadows of leadership (276.0 cites)
2. Influence of rice husk ash on mechanical properties and fire resistance of recycled aggregate high-calcium fly ash geopolymer concrete (158.0 cites)
3. Live streaming commerce from the sellers’ perspective: implications for online relationship marketing (122.0 cites)"
142,Genetics,254,1958.0,7.708661417322834,"1. Genome-wide association study for salinity tolerance at the flowering stage in a panel of rice accessions from Thailand (52.0 cites)
2. Williams–Beuren syndrome in diverse populations (50.0 cites)
3. gcType: A high-quality type strain genome database for microbial phylogenetic and functional research (38.0 cites)"
289,Radiology,242,1915.0,7.913223140495868,"1. Cone-beam CT in paediatric dentistry: DIMITRA project position statement (139.0 cites)
2. Response surface methodology for optimization of cinnamon essential oil nanoemulsion with improved stability and antifungal activity (133.0 cites)
3. Feasibility, Biodistribution, and Preliminary Dosimetry in Peptide-Targeted Radionuclide Therapy of Diverse Adenocarcinomas Using 177Lu-FAP-2286: First-in-Humans Results (79.0 cites)"
233,Nuclear Medicine and Imaging,242,1915.0,7.913223140495868,"1. Cone-beam CT in paediatric dentistry: DIMITRA project position statement (139.0 cites)
2. Response surface methodology for optimization of cinnamon essential oil nanoemulsion with improved stability and antifungal activity (133.0 cites)
3. Feasibility, Biodistribution, and Preliminary Dosimetry in Peptide-Targeted Radionuclide Therapy of Diverse Adenocarcinomas Using 177Lu-FAP-2286: First-in-Humans Results (79.0 cites)"
38,Biophysics,110,1784.0,16.21818181818182,"1. Paper-based electrochemical biosensor for diagnosing COVID-19: Detection of SARS-CoV-2 antibodies and antigen (294.0 cites)
2. Non-enzymatic electrochemical detection of glucose with a disposable paper-based sensor using a cobalt phthalocyanine–ionic liquid–graphene composite (173.0 cites)
3. Development of an automated wax-printed paper-based lateral flow device for alpha-fetoprotein enzyme-linked immunosorbent assay (131.0 cites)"
18,Aquatic Science,255,1757.0,6.890196078431373,"1. An interlaboratory comparison exercise for the determination of microplastics in standard sample bottles (57.0 cites)
2. First report of acute hepatopancreatic necrosis disease (AHPND) occurring in the USA (55.0 cites)
3. Efficacy of synbiotic Jerusalem artichoke and Lactobacillus rhamnosus GG-supplemented diets on growth performance, serum biochemical parameters, intestinal morphology, immune parameters and protection against Aeromonas veronii in juvenile red tilapia (Oreochromis spp.) (53.0 cites)"
88,Dentistry (all),296,1752.0,5.918918918918919,"1. Oral cancer: A multicenter study (148.0 cites)
2. Peri-implantitis update: Risk indicators, diagnosis, and treatment (67.0 cites)
3. A Cone-beam Computed Tomographic Study of Root and Canal Morphology of Maxillary First and Second Permanent Molars in a Thai Population (54.0 cites)"
115,Endocrinology,205,1746.0,8.517073170731708,"1. The History of Enterovirus A71 Outbreaks and Molecular Epidemiology in the Asia-Pacific Region (86.0 cites)
2. Prevalence of diabetes and relationship with socioeconomic status in the Thai population: National health examination survey, 2004?2014 (82.0 cites)
3. Prevalence of diabetes and relationship with socioeconomic status in the Thai population: National health examination survey, 2004?2014 (82.0 cites)"
163,Hematology,181,1736.0,9.591160220994475,"1. A simplified scoring system in de novo follicular lymphoma treated initially with immunochemotherapy (118.0 cites)
2. MAGIC biomarkers predict long-term outcomes for steroid-resistant acute GVHD (117.0 cites)
3. Infection during the first year in patients treated with CD19 CAR T cells for diffuse large B cell lymphoma (109.0 cites)"
321,Surgery,345,1718.0,4.9797101449275365,"1. Oral cancer: A multicenter study (148.0 cites)
2. Opioids after Surgery in the United States Versus the Rest of the World: The International Patterns of Opioid Prescribing (iPOP) Multicenter Study (69.0 cites)
3. Neurology and neuropsychiatry of COVID-19: A systematic review and meta-analysis of the early literature reveals frequent CNS manifestations and key emerging narratives (62.0 cites)"
26,Astronomy and Astrophysics,81,1701.0,21.0,"1. GOODS-ALMA: 1.1 mm galaxy survey: I. Source catalog and optically dark galaxies (121.0 cites)
2. The [CII] emission as a molecular gas mass tracer in galaxies at low and high redshifts (113.0 cites)
3. Starbursts in and out of the star-formation main sequence (111.0 cites)"
36,Biomaterials,161,1695.0,10.527950310559007,"1. Inhibition of Manganese Dissolution in Mn2O3 Cathode with Controllable Ni2+ Incorporation for High-Performance Zinc Ion Battery (162.0 cites)
2. Novel H2S-Releasing hydrogel for wound repair via in situ polarization of M2 macrophages (106.0 cites)
3. Optimization of cinnamon oil nanoemulsions using phase inversion temperature method: Impact of oil phase composition and surfactant concentration (93.0 cites)"
108,Education,361,1689.0,4.678670360110804,"1. Bringing context out of the shadows of leadership (276.0 cites)
2. Does principal leadership make a difference in teacher professional learning? A comparative study China and Thailand (56.0 cites)
3. Is the fourth industrial revolution a panacea? Risks toward the fourth industrial revolution: Evidence in the Thai economy (55.0 cites)"
178,Information Systems,322,1667.0,5.1770186335403725,"1. The UCR time series archive (281.0 cites)
2. Performance analysis of a hyperledger fabric blockchain framework: Throughput, latency and scalability (122.0 cites)
3. Blockchain Technology for Applications in Internet of Things - Mapping from System Design Perspective (97.0 cites)"
51,Chemical Engineering (miscellaneous),129,1662.0,12.883720930232558,"1. Response surface methodology for optimization of cinnamon essential oil nanoemulsion with improved stability and antifungal activity (133.0 cites)
2. Vanadium-Based Oxide on Two-Dimensional Vanadium Carbide MXene (V2Ox@V2CTx) as Cathode for Rechargeable Aqueous Zinc-Ion Batteries (115.0 cites)
3. NiMn Layered Double Hydroxide Nanosheets In-situ Anchored on Ti3C2MXene via Chemical Bonds for Superior Supercapacitors (107.0 cites)"
64,Complementary and Alternative Medicine,141,1614.0,11.446808510638299,"1. Enzyme-linked immunosorbent assay for the quantitative/qualitative analysis of plant secondary metabolites (300.0 cites)
2. Mulberry leaves and their potential effects against cardiometabolic risks: A review of chemical compositions, biological properties and clinical efficacy (66.0 cites)
3. Mushroom-derived bioactive compounds potentially serve as the inhibitors of SARS-CoV-2 main protease: An in silico approach (57.0 cites)"
309,Space and Planetary Science,79,1605.0,20.31645569620253,"1. GOODS-ALMA: 1.1 mm galaxy survey: I. Source catalog and optically dark galaxies (121.0 cites)
2. The [CII] emission as a molecular gas mass tracer in galaxies at low and high redshifts (113.0 cites)
3. Starbursts in and out of the star-formation main sequence (111.0 cites)"
180,Inorganic Chemistry,180,1497.0,8.316666666666666,"1. Response surface methodology for optimization of cinnamon essential oil nanoemulsion with improved stability and antifungal activity (133.0 cites)
2. A one-pot, solid-state route for realizing highly visible light active Na-doped gC3N4 photocatalysts (46.0 cites)
3. Poly (2,6-dimethyl-1,4-phenylene oxide)-based hydroxide exchange separator membranes for Zinc–air battery (40.0 cites)"
339,and Optics,156,1458.0,9.346153846153847,"1. Tuning of metal oxides photocatalytic performance using Ag nanoparticles integration (308.0 cites)
2. Removal of ibuprofen, diclofenac, and naproxen from water using chitosan-modified waste tire crumb rubber (85.0 cites)
3. Biocompatible film sensors containing red radish extract for meat spoilage observation (50.0 cites)"
28,Atomic and Molecular Physics,156,1458.0,9.346153846153847,"1. Tuning of metal oxides photocatalytic performance using Ag nanoparticles integration (308.0 cites)
2. Removal of ibuprofen, diclofenac, and naproxen from water using chitosan-modified waste tire crumb rubber (85.0 cites)
3. Biocompatible film sensors containing red radish extract for meat spoilage observation (50.0 cites)"
107,Economics and Econometrics,201,1458.0,7.253731343283582,"1. Copper and critical metals production from porphyry ores and E-wastes: A review of resource availability, processing/recycling challenges, socio-environmental aspects, and sustainability issues (108.0 cites)
2. Enhancing purchase intention in circular economy: An empirical evidence of remanufactured automotive product in Thailand (59.0 cites)
3. Chitosan/alginate nanoparticles as a promising carrier of novel curcumin diethyl diglutarate (56.0 cites)"
155,Hardware and Architecture,277,1445.0,5.216606498194946,"1. Role of social and technological challenges in achieving a sustainable competitive advantage and sustainable business performance (211.0 cites)
2. Performance analysis of a hyperledger fabric blockchain framework: Throughput, latency and scalability (122.0 cites)
3. Blockchain Technology for Applications in Internet of Things - Mapping from System Design Perspective (97.0 cites)"
22,Artificial Intelligence,475,1438.0,3.0273684210526315,"1. The UCR time series archive (281.0 cites)
2. Blockchain-based business process management (BPM) framework for service composition in industry 4.0 (152.0 cites)
3. Affective EEG-Based Person Identification Using the Deep Learning Approach (99.0 cites)"
54,Chemistry (miscellaneous),141,1411.0,10.00709219858156,"1. Solubility of cyclodextrins and drug/cyclodextrin complexes (344.0 cites)
2. Effect of surfactant concentrations on physicochemical properties and functionality of curcumin nanoemulsions under conditions relevant to commercial utilization (72.0 cites)
3. Targeting the pi3k/akt/mtor signaling pathway in lung cancer: An update regarding potential drugs and natural products (58.0 cites)"
148,Geology,100,1379.0,13.79,"1. First human impacts and responses of aquatic systems: A review of palaeolimnological records from around the world (102.0 cites)
2. AHP-GIS analysis for flood hazard assessment of the communities nearby the world heritage site on Ayutthaya Island, Thailand (79.0 cites)
3. Multiscale laboratory investigation of the mechanical and microstructural properties of dredged sediments stabilized with cement and fly ash (70.0 cites)"
335,Virology,147,1339.0,9.108843537414966,"1. Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020 (89.0 cites)
2. Evaluating the efficiency of specimen pooling for PCR-based detection of COVID-19 (63.0 cites)
3. Epidemiology of anal human papillomavirus infection and high-grade squamous intraepithelial lesions in 29 900 men according to HIV status, sexuality, and age: a collaborative pooled analysis of 64 studies (56.0 cites)"
338,Water Science and Technology,133,1325.0,9.962406015037594,"1. Factors influencing source separation intention and willingness to pay for improving waste management in Bangkok, Thailand (111.0 cites)
2. Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling (63.0 cites)
3. Molecular characteristics of dissolved organic matter transformed by O3 and O3/H2O2 treatments and the effects on formation of unknown disinfection by-products (61.0 cites)"
173,Immunology and Microbiology (all),186,1325.0,7.123655913978495,"1. Emergence of novel coronavirus 2019-nCoV: Need for rapid vaccine and biologics development (102.0 cites)
2. The first detection of Senecavirus A in pigs in Thailand, 2016 (90.0 cites)
3. The role of galectins in virus infection - A systemic literature review (58.0 cites)"
124,Environmental Science (miscellaneous),151,1316.0,8.71523178807947,"1. Role of social and technological challenges in achieving a sustainable competitive advantage and sustainable business performance (211.0 cites)
2. Expert assessment of future vulnerability of the global peatland carbon sink (132.0 cites)
3. Factors influencing construction waste generation in building construction: Thailand's perspective (98.0 cites)"
44,Cardiology and Cardiovascular Medicine,171,1265.0,7.39766081871345,"1. Randomized Trial Evaluating Percutaneous Coronary Intervention for the Treatment of Chronic Total Occlusion: The DECISION-CTO Trial (207.0 cites)
2. 2020 APHRS/HRS expert consensus statement on the investigation of decedents with sudden unexplained death and patients with sudden cardiac arrest, and of their families (112.0 cites)
3. Mapping and Ablation of Ventricular Fibrillation Associated With Early Repolarization Syndrome (63.0 cites)"
205,Mathematical Physics,41,1248.0,30.4390243902439,"1. Identification of heavy-flavour jets with the CMS detector in pp collisions at 13 TeV (350.0 cites)
2. Performance of the CMS muon detector and muon reconstruction with proton-proton collisions at s=13 TeV (237.0 cites)
3. Performance of missing transverse momentum reconstruction in proton-proton collisions at p s = 13 TeV using the CMS detector (104.0 cites)"
269,Physiology,127,1238.0,9.748031496062993,"1. Esophageal motility disorders on high-resolution manometry: Chicago classification version 4.0© (335.0 cites)
2. Gut Leakage of Fungal-Derived Inflammatory Mediators: Part of a Gut-Liver-Kidney Axis in Bacterial Sepsis (64.0 cites)
3. Gut leakage enhances sepsis susceptibility in iron-overloaded β-thalassemia mice through macrophage hyperinflammatory responses (43.0 cites)"
298,Safety,194,1234.0,6.360824742268041,"1. Mechanothermal synthesis of Ag/TiO2 for photocatalytic methyl orange degradation and hydrogen production (96.0 cites)
2. Enhancement of mechanical properties of fly ash geopolymer containing fine recycled concrete aggregate with micro carbon fiber (69.0 cites)
3. Microalgae cultivation in wastewater and potential processing strategies using solvent and membrane separation technologies (68.0 cites)"
297,Risk,194,1234.0,6.360824742268041,"1. Mechanothermal synthesis of Ag/TiO2 for photocatalytic methyl orange degradation and hydrogen production (96.0 cites)
2. Enhancement of mechanical properties of fly ash geopolymer containing fine recycled concrete aggregate with micro carbon fiber (69.0 cites)
3. The effects of breaks on low back pain, discomfort, and work productivity in office workers: A systematic review of randomized and non-randomized controlled trials (68.0 cites)"
291,Reliability and Quality,194,1234.0,6.360824742268041,"1. Mechanothermal synthesis of Ag/TiO2 for photocatalytic methyl orange degradation and hydrogen production (96.0 cites)
2. Enhancement of mechanical properties of fly ash geopolymer containing fine recycled concrete aggregate with micro carbon fiber (69.0 cites)
3. Microalgae cultivation in wastewater and potential processing strategies using solvent and membrane separation technologies (68.0 cites)"
230,Neuroscience (all),132,1195.0,9.053030303030303,"1. Coexisting representations of sensory and mnemonic information in human visual cortex (100.0 cites)
2. Breakdown of the Paracellular Tight and Adherens Junctions in the Gut and Blood Brain Barrier and Damage to the Vascular Barrier in Patients with Deficit Schizophrenia (54.0 cites)
3. Lipid Peroxidation and Immune Biomarkers Are Associated with Major Depression and Its Phenotypes, Including Treatment-Resistant Depression and Melancholia (45.0 cites)"
203,Materials Science (miscellaneous),71,1175.0,16.549295774647888,"1. Nanocellulose: Extraction and application (574.0 cites)
2. Stabilizing zinc anode via a chelation and desolvation electrolyte additive (81.0 cites)
3. Production of geopolymer concrete by utilizing volcanic pumice dust (81.0 cites)"
49,Ceramics and Composites,118,1174.0,9.94915254237288,"1. Novel H2S-Releasing hydrogel for wound repair via in situ polarization of M2 macrophages (106.0 cites)
2. Droplet microfluidics: From proof-of-concept to real-world utility? (83.0 cites)
3. Stabilizing zinc anode via a chelation and desolvation electrolyte additive (81.0 cites)"
318,Structural Biology,83,1173.0,14.132530120481928,"1. Active packaging from chitosan-titanium dioxide nanocomposite film for prolonging storage life of tomato fruit (202.0 cites)
2. Chitosan/alginate nanoparticles as a promising carrier of novel curcumin diethyl diglutarate (56.0 cites)
3. Preparation of an injectable modified chitosan-based hydrogel approaching for bone tissue engineering (55.0 cites)"
16,Applied Microbiology and Biotechnology,132,1150.0,8.712121212121213,"1. Identification of differential RNA modifications from nanopore direct RNA sequencing with xPore (77.0 cites)
2. Use of agro-industrial residue from the canned pineapple industry for polyhydroxybutyrate production by Cupriavidus necator strain A-04 (64.0 cites)
3. Plant hormone induced enrichment of Chlorella sp. omega-3 fatty acids (45.0 cites)"
320,Surfaces and Interfaces,97,1149.0,11.845360824742269,"1. Mechanochemical reactions of MnO2 and graphite nanosheets as a durable zinc ion battery cathode (67.0 cites)
2. Fabrication of hierarchical porous ZnO/NiO hollow microspheres for adsorptive removal of Congo red (67.0 cites)
3. Removal of the antibiotic sulfamethoxazole from environmental water by mesoporous silica-magnetic graphene oxide nanocomposite technology: Adsorption characteristics, coadsorption and uptake mechanism (58.0 cites)"
95,Diabetes and Metabolism,131,1142.0,8.717557251908397,"1. The History of Enterovirus A71 Outbreaks and Molecular Epidemiology in the Asia-Pacific Region (86.0 cites)
2. Prevalence of diabetes and relationship with socioeconomic status in the Thai population: National health examination survey, 2004?2014 (82.0 cites)
3. Noninvasive Follicular Thyroid Neoplasm with Papillary-Like Nuclear Features in Asian Practice: Perspectives for Surgical Pathology and Cytopathology (66.0 cites)"
179,Information Systems and Management,243,1125.0,4.62962962962963,"1. Blockchain characteristics and consensus in modern business processes (250.0 cites)
2. Performance analysis of a hyperledger fabric blockchain framework: Throughput, latency and scalability (122.0 cites)
3. When blockchain meets Internet of Things: Characteristics, challenges, and business opportunities (117.0 cites)"
307,Software,338,1123.0,3.3224852071005917,"1. Blockchain-based business process management (BPM) framework for service composition in industry 4.0 (152.0 cites)
2. Affective EEG-Based Person Identification Using the Deep Learning Approach (99.0 cites)
3. Analysis of training data using clustering to improve semi-supervised self-training (28.0 cites)"
160,Health Policy,249,1116.0,4.481927710843373,"1. Health equity and COVID-19: Global perspectives (367.0 cites)
2. Who Decides: Me or We? Family Involvement in Medical Decision Making in Eastern and Western Countries (50.0 cites)
3. Prevalence of chronic kidney disease in Asia: A systematic review and analysis (34.0 cites)"
79,Control and Systems Engineering,165,1106.0,6.703030303030303,"1. The UCR time series archive (281.0 cites)
2. Optimal operation of CCHP and renewable generation-based energy hub considering environmental perspective: An epsilon constraint and fuzzy methods (82.0 cites)
3. Hydrothermal carbonization of unwanted biomass materials: Effect of process temperature and retention time on hydrochar and liquid fraction (70.0 cites)"
90,Dermatology,157,1098.0,6.993630573248407,"1. Practical management of acne for clinicians: An international consensus from the Global Alliance to Improve Outcomes in Acne (185.0 cites)
2. Depression and Anxiety in Adults with Hidradenitis Suppurativa: A Systematic Review and Meta-analysis (85.0 cites)
3. Platelet-Rich Plasma as a Treatment for Androgenetic Alopecia (42.0 cites)"
218,Modeling and Simulation,112,1091.0,9.741071428571429,"1. PCR-GLOBWB 2: A 5 arcmin global hydrological and water resources model (248.0 cites)
2. Application of Blockchain in Collaborative Internet-of-Things Services (103.0 cites)
3. Blockchain and Internet of Things for Modern Business Process in Digital Economy - The State of the Art (99.0 cites)"
71,Computer Science (all),229,1083.0,4.729257641921397,"1. Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder (67.0 cites)
2. Unsupervised Anomaly Detection and Localization Based on Deep Spatiotemporal Translation Network (47.0 cites)
3. Design of Compact Beam-Steering Antennas Using a Metasurface Formed by Uniform Square Rings (42.0 cites)"
78,Control and Optimization,221,1069.0,4.83710407239819,"1. The UCR time series archive (281.0 cites)
2. Impact of economic growth, environmental pollution, and energy consumption on health expenditure and R&D expenditure of ASEAN countries (106.0 cites)
3. Detecting fake news with machine learning method (80.0 cites)"
5,Agricultural and Biological Sciences (all),229,1045.0,4.563318777292577,"1. Antibody responses to SARS-CoV-2 in patients with differing severities of coronavirus disease 2019 (50.0 cites)
2. Sex difference in cold perception and shivering onset upon gradual cold exposure (38.0 cites)
3. Investigation of epigenetic regulatory networks associated with autism spectrum disorder (ASD) by integrated global LINE-1 methylation and gene expression profiling analyses (33.0 cites)"
81,Critical Care and Intensive Care Medicine,88,1028.0,11.681818181818182,"1. Early versus standard initiation of renal replacement therapy in furosemide stress test non-responsive acute kidney injury patients (the FST trial) (80.0 cites)
2. The Role of Biomarkers in Acute Kidney Injury (58.0 cites)
3. Endotoxemia and circulating bacteriome in severe COVID-19 patients (54.0 cites)"
245,Ophthalmology,130,1028.0,7.907692307692308,"1. The Asia Cornea Society Infectious Keratitis Study: A Prospective Multicenter Study of Infectious Keratitis in Asia (120.0 cites)
2. A New Perspective on Dry Eye Classification: Proposal by the Asia Dry Eye Society (72.0 cites)
3. Catching the therapeutic window of opportunity in early initial-onset Vogt–Koyanagi–Harada uveitis can cure the disease (52.0 cites)"
238,Nutrition and Dietetics,130,1022.0,7.861538461538461,"1. A review of the role of green tea (camellia sinensis) in antiphotoaging, stress resistance, neuroprotection, and autophagy (193.0 cites)
2. Bariatric/Metabolic Surgery in the Asia-Pacific Region: APMBSS 2018 Survey (40.0 cites)
3. International survey on growth indices and impacting factors in children with food allergies (38.0 cites)"
57,Clinical Biochemistry,113,1013.0,8.964601769911505,"1. The History of Enterovirus A71 Outbreaks and Molecular Epidemiology in the Asia-Pacific Region (86.0 cites)
2. Environmental risk factors and nonpharmacological and nonsurgical interventions for obesity: An umbrella review of meta-analyses of cohort studies and randomized controlled trials (47.0 cites)
3. Rotavirus infection in children in Southeast Asia 2008-2018: Disease burden, genotype distribution, seasonality, and vaccination (41.0 cites)"
61,Colloid and Surface Chemistry,61,1006.0,16.491803278688526,"1. Stable Radical Cation-Containing Covalent Organic Frameworks Exhibiting Remarkable Structure-Enhanced Photothermal Conversion (165.0 cites)
2. Optimization of cinnamon oil nanoemulsions using phase inversion temperature method: Impact of oil phase composition and surfactant concentration (93.0 cites)
3. Removal of the antibiotic sulfamethoxazole from environmental water by mesoporous silica-magnetic graphene oxide nanocomposite technology: Adsorption characteristics, coadsorption and uptake mechanism (58.0 cites)"
257,Pediatrics,212,1002.0,4.726415094339623,"1. Cone-beam CT in paediatric dentistry: DIMITRA project position statement (139.0 cites)
2. Prevention of vaccine-matched and mismatched influenza in children aged 6–35 months: a multinational randomised trial across five influenza seasons (43.0 cites)
3. Effects of High-Intensity Intermittent Training on Vascular Function in Obese Preadolescent Boys (37.0 cites)"
232,Nuclear Energy and Engineering,61,1002.0,16.42622950819672,"1. Strategies of regulating Zn2+solvation structures for dendrite-free and side reaction-suppressed zinc-ion batteries (182.0 cites)
2. Progress in utilisation of waste cooking oil for sustainable biodiesel and biojet fuel production (111.0 cites)
3. Highly stable rechargeable zinc-ion battery using dimethyl sulfoxide electrolyte (56.0 cites)"
258,Perinatology and Child Health,198,976.0,4.929292929292929,"1. Cone-beam CT in paediatric dentistry: DIMITRA project position statement (139.0 cites)
2. Prevention of vaccine-matched and mismatched influenza in children aged 6–35 months: a multinational randomised trial across five influenza seasons (43.0 cites)
3. Effects of High-Intensity Intermittent Training on Vascular Function in Obese Preadolescent Boys (37.0 cites)"
270,Physiology (medical),97,973.0,10.030927835051546,"1. Randomized Trial Evaluating Percutaneous Coronary Intervention for the Treatment of Chronic Total Occlusion: The DECISION-CTO Trial (207.0 cites)
2. 2020 APHRS/HRS expert consensus statement on the investigation of decedents with sudden unexplained death and patients with sudden cardiac arrest, and of their families (112.0 cites)
3. Mapping and Ablation of Ventricular Fibrillation Associated With Early Repolarization Syndrome (63.0 cites)"
214,Medicine (miscellaneous),173,967.0,5.589595375722543,"1. Stability enhancement of mulberry-extracted anthocyanin using alginate/chitosan microencapsulation for food supplement application (39.0 cites)
2. International survey on growth indices and impacting factors in children with food allergies (38.0 cites)
3. Probiotics Contribute to Glycemic Control in Patients with Type 2 Diabetes Mellitus: A Systematic Review and Meta-Analysis (37.0 cites)"
35,Biological Psychiatry,59,949.0,16.084745762711865,"1. Evidence-based umbrella review of 162 peripheral biomarkers for major mental disorders (76.0 cites)
2. Food addiction: Prevalence, psychopathological correlates and associations with quality of life in a large sample (70.0 cites)
3. Are there differences in lipid peroxidation and immune biomarkers between major depression and bipolar disorder: Effects of melancholia, atypical depression, severity of illness, episode number, suicidal ideation and prior suicide attempts (61.0 cites)"
98,Earth and Planetary Sciences (all),146,947.0,6.486301369863014,"1. PCR-GLOBWB 2: A 5 arcmin global hydrological and water resources model (248.0 cites)
2. Semantic segmentation on remotely sensed images using an enhanced global convolutional network with channel attention and domain specific transfer learning (67.0 cites)
3. The SISAL database: A global resource to document oxygen and carbon isotope records from speleothems (65.0 cites)"
117,Energy (miscellaneous),58,910.0,15.689655172413794,"1. Impact of economic growth, environmental pollution, and energy consumption on health expenditure and R&D expenditure of ASEAN countries (106.0 cites)
2. NiCo-LDH/Ti3C2 MXene hybrid materials for lithium ion battery with high-rate capability and long cycle life (103.0 cites)
3. TMN4 complex embedded graphene as bifunctional electrocatalysts for high efficiency OER/ORR (91.0 cites)"
308,Soil Science,83,905.0,10.903614457831326,"1. Effect of COVID-19 virus on reducing GHG emission and increasing energy generated by renewable energy sources: A brief study in Malaysian context (60.0 cites)
2. Undrained Stability of Unlined Square Tunnels in Clays with Linearly Increasing Anisotropic Shear Strength (56.0 cites)
3. Incorporating biowaste into circular bioeconomy: A critical review of current trend and scaling up feasibility (52.0 cites)"
126,Epidemiology,114,897.0,7.868421052631579,"1. Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020 (89.0 cites)
2. Zoonotic vectorborne pathogens and ectoparasites of dogs and cats in eastern and Southeast Asia (60.0 cites)
3. Epidemiology of anal human papillomavirus infection and high-grade squamous intraepithelial lesions in 29 900 men according to HIV status, sexuality, and age: a collaborative pooled analysis of 64 studies (56.0 cites)"
256,Pathology and Forensic Medicine,103,884.0,8.58252427184466,"1. Diffuse large B-cell lymphoma variants: an update (87.0 cites)
2. Noninvasive Follicular Thyroid Neoplasm with Papillary-Like Nuclear Features in Asian Practice: Perspectives for Surgical Pathology and Cytopathology (66.0 cites)
3. ALK-positive histiocytosis: an expanded clinicopathologic spectrum and frequent presence of KIF5B-ALK fusion (62.0 cites)"
72,Computer Science (miscellaneous),141,846.0,6.0,"1. Role of social and technological challenges in achieving a sustainable competitive advantage and sustainable business performance (211.0 cites)
2. Detecting fake news with machine learning method (80.0 cites)
3. Understanding impact sustainable intention of s‐commerce activities: The role of customer experiences, perceived value, and mediation of relationship quality (35.0 cites)"
