,from,to,weight
58970,Ghete V.M.,Sirunyan A.M.,256
106482,Pol M.E.,Sirunyan A.M.,256
89662,Liu H.,Sirunyan A.M.,256
56357,Filipovic N.,Sirunyan A.M.,256
57740,Galati G.,Sirunyan A.M.,256
26892,Bian J.G.,Sirunyan A.M.,256
116876,Sirunyan A.M.,Xu Q.,256
60398,Grenier G.,Sirunyan A.M.,257
67270,Innocenti G.M.,Sirunyan A.M.,257
112207,Saha A.,Sirunyan A.M.,257
113752,Saxena P.,Sirunyan A.M.,257
53095,Dutt S.,Sirunyan A.M.,257
100826,Olivito D.,Sirunyan A.M.,257
81087,Kornmayer A.,Sirunyan A.M.,257
91136,Luo W.,Sirunyan A.M.,257
65262,Hreus T.,Sirunyan A.M.,257
64651,Holzner A.,Sirunyan A.M.,257
63237,Heidemann C.,Sirunyan A.M.,257
17904,Antonelli L.,Sirunyan A.M.,257
24460,Barone L.,Sirunyan A.M.,257
19204,Arndt T.,Sirunyan A.M.,257
22579,Azzolini V.,Sirunyan A.M.,257
33228,Castle J.,Sirunyan A.M.,257
84451,Lacaprara S.,Sirunyan A.M.,258
33410,Cenna F.,Sirunyan A.M.,258
88143,Li H.,Sirunyan A.M.,258
116364,Sirunyan A.M.,Tucker J.,258
25741,Benitez J.F.,Sirunyan A.M.,258
102617,Papavergou I.,Sirunyan A.M.,259
64559,Hoh S.Y.,Sirunyan A.M.,259
116808,Sirunyan A.M.,Wittmann J.,259
18618,Araujo M.,Sirunyan A.M.,259
55177,Fagot A.,Sirunyan A.M.,259
113855,Schiber C.,Sirunyan A.M.,259
112208,Saha G.,Sirunyan A.M.,259
59455,Godshalk A.,Sirunyan A.M.,260
116112,Sirunyan A.M.,Tali B.,260
116809,Sirunyan A.M.,Wittmer B.,261
56634,Flouris G.,Sirunyan A.M.,261
101592,Ozkorucuklu S.,Sirunyan A.M.,261
71008,Jo Y.,Sirunyan A.M.,262
117071,Sirunyan A.M.,Zuolo D.,262
91405,MacDonald E.,Sirunyan A.M.,262
56181,Ferraioli C.,Sirunyan A.M.,262
102650,Paradas E.,Sirunyan A.M.,262
58742,Gelli S.,Sirunyan A.M.,262
115839,Sirunyan A.M.,Snigirev A.,262
89498,Linn S.,Sirunyan A.M.,262
107962,Preiato F.,Sirunyan A.M.,262
112186,Safarzadeh B.,Sirunyan A.M.,262
21455,Avdeeva E.,Sirunyan A.M.,262
60541,Grothe M.,Sirunyan A.M.,263
100700,Okhotnikov V.,Sirunyan A.M.,263
47489,Correia Silva G.,Sirunyan A.M.,264
105901,Piotrzkowski K.,Sirunyan A.M.,265
109381,Ramirez-Garcia M.,Sirunyan A.M.,266
114093,Schütze P.,Sirunyan A.M.,267
54495,Eskandari Tadavani E.,Sirunyan A.M.,269
67115,Ince M.,Sirunyan A.M.,270
63958,Hiltbrand J.,Sirunyan A.M.,270
94194,Mcginn C.,Sirunyan A.M.,271
91487,Mackay C.K.,Sirunyan A.M.,273
115801,Sirunyan A.M.,Skatchkov N.,273
57141,Franco Sevilla M.,Sirunyan A.M.,273
111317,Royon C.,Sirunyan A.M.,274
58199,García Alonso A.,Sirunyan A.M.,275
116571,Sirunyan A.M.,Vidal Marono M.,275
116382,Sirunyan A.M.,Turkot O.,275
102763,Park J.,Sirunyan A.M.,277
56470,Fischer R.,Sirunyan A.M.,278
80420,Kolosova M.,Sirunyan A.M.,278
116052,Sirunyan A.M.,Sunar Cerci D.,278
26552,Bhat M.A.,Sirunyan A.M.,279
33382,Cecchi C.,Sirunyan A.M.,279
74810,Kayis Topaksu A.,Sirunyan A.M.,279
62141,Hanlon J.,Sirunyan A.M.,279
89470,Ling T.Y.,Sirunyan A.M.,279
116994,Sirunyan A.M.,Zevi Della Porta G.,280
47560,Costa S.,Sirunyan A.M.,280
32717,Carlsmith D.,Sirunyan A.M.,280
59779,González Hernández C.F.,Sirunyan A.M.,280
97112,Mussgiller A.,Sirunyan A.M.,280
53369,Eckstein D.,Sirunyan A.M.,280
74170,Karmakar S.,Sirunyan A.M.,280
94191,Mcdermott K.,Sirunyan A.M.,281
51125,Diez Pardos C.,Sirunyan A.M.,281
54475,Esch T.,Sirunyan A.M.,281
95660,Mohamad Idris F.,Sirunyan A.M.,282
116461,Sirunyan A.M.,Van Parijs I.,282
66827,Iemmi F.,Sirunyan A.M.,282
24701,Baskakov A.,Sirunyan A.M.,282
94188,Mccoll N.,Sirunyan A.M.,282
56166,Fernández Manteca P.J.,Sirunyan A.M.,282
116235,Sirunyan A.M.,Titterton A.,283
104953,Philippov D.,Sirunyan A.M.,283
56004,Fernandez Perez Tomei T.R.,Sirunyan A.M.,284
51662,Dolek F.,Sirunyan A.M.,284
116982,Sirunyan A.M.,Zeinali M.,284
110395,Rezaei Hosseinabadi F.,Sirunyan A.M.,284
67809,Isik C.,Sirunyan A.M.,284
74004,Kar C.,Sirunyan A.M.,285
116688,Sirunyan A.M.,Wang X.,285
47165,Cometti S.,Sirunyan A.M.,286
69950,Jeon D.,Sirunyan A.M.,286
90781,Luetic J.,Sirunyan A.M.,287
85548,Lauwers J.,Sirunyan A.M.,287
116236,Sirunyan A.M.,Tiwari P.C.,287
108792,Pyskir A.,Sirunyan A.M.,287
63236,Heideman J.,Sirunyan A.M.,287
115861,Sirunyan A.M.,Soldi D.,287
62379,Haranko M.,Sirunyan A.M.,288
115982,Sirunyan A.M.,Stolp D.,288
72764,Kalafut S.,Sirunyan A.M.,288
100057,Nowatschin D.,Sirunyan A.M.,288
93116,Marconi D.,Sirunyan A.M.,288
95399,Mirman N.,Sirunyan A.M.,288
77111,Kim H.S.,Sirunyan A.M.,289
116005,Sirunyan A.M.,Strom D.,290
97214,Myronenko V.,Sirunyan A.M.,290
112846,Sandeep K.,Sirunyan A.M.,290
61880,Han J.,Sirunyan A.M.,291
62588,Harrendorf M.A.,Sirunyan A.M.,291
109207,Rahmani M.,Sirunyan A.M.,291
116213,Sirunyan A.M.,Thomassen P.,291
75050,Keller H.,Sirunyan A.M.,291
91129,Luo S.,Sirunyan A.M.,291
93197,Marinov A.,Sirunyan A.M.,291
26791,Bhopatkar V.,Sirunyan A.M.,291
96879,Multhaup J.,Sirunyan A.M.,291
114732,Sheffield D.,Sirunyan A.M.,291
96368,Moreels L.,Sirunyan A.M.,291
116348,Sirunyan A.M.,Tsipolitis G.,291
50739,Dey S.,Sirunyan A.M.,292
116722,Sirunyan A.M.,Wei H.,292
77063,Kim D.,Sirunyan A.M.,292
116558,Sirunyan A.M.,Verzocchi M.,292
115827,Sirunyan A.M.,Smith D.,292
116157,Sirunyan A.M.,Taylor J.,292
95490,Mitchell T.,Sirunyan A.M.,293
80919,Kontaxakis P.,Sirunyan A.M.,293
111912,Sacchi R.,Sirunyan A.M.,294
91548,Madrid C.,Sirunyan A.M.,294
92109,Major P.,Sirunyan A.M.,294
15611,Alhusseini M.,Sirunyan A.M.,295
110134,Reichmann M.,Sirunyan A.M.,295
107226,Postiau N.,Sirunyan A.M.,295
59288,Girgis S.,Sirunyan A.M.,295
116822,Sirunyan A.M.,Wong K.,295
104510,Pflitsch S.K.,Sirunyan A.M.,295
83369,Kukral O.,Sirunyan A.M.,295
74094,Kardapoltsev L.,Sirunyan A.M.,296
51193,Dimova T.,Sirunyan A.M.,296
53502,Ehataht K.,Sirunyan A.M.,296
89976,Lohan M.,Sirunyan A.M.,296
52814,Dulemba J.L.,Sirunyan A.M.,296
32966,Carrillo Montoya C.A.,Sirunyan A.M.,296
55274,Fallon C.,Sirunyan A.M.,296
59535,Gola M.,Sirunyan A.M.,296
21693,Ayala E.,Sirunyan A.M.,296
26547,Bharti M.,Sirunyan A.M.,297
64312,Hlushchenko O.,Sirunyan A.M.,297
116147,Sirunyan A.M.,Taus R.,297
49986,Defranchis M.M.,Sirunyan A.M.,297
114434,Sert H.,Sirunyan A.M.,297
29631,Bragagnolo A.,Sirunyan A.M.,297
116427,Sirunyan A.M.,Vagnerini A.,297
108058,Priyanka P.,Sirunyan A.M.,297
116022,Sirunyan A.M.,Stöver M.,298
110502,Rieger O.,Sirunyan A.M.,298
116119,Sirunyan A.M.,Tan P.,298
102976,Paspalaki G.,Sirunyan A.M.,298
25926,Benvenuti A.C.,Sirunyan A.M.,298
95299,Mills C.,Sirunyan A.M.,298
100545,Oglakci M.,Sirunyan A.M.,299
55830,Feng L.,Sirunyan A.M.,299
25695,Benecke A.,Sirunyan A.M.,299
114551,Shaheen S.M.,Sirunyan A.M.,299
55681,Fehling D.,Sirunyan A.M.,299
113958,Schomakers C.,Sirunyan A.M.,299
23524,Ball F.,Sirunyan A.M.,299
40228,Chatterjee K.,Sirunyan A.M.,299
72175,Järvinen T.,Sirunyan A.M.,299
116355,Sirunyan A.M.,Tsitsonis D.,299
75983,Kharchilava A.,Sirunyan A.M.,299
48044,Curry D.,Sirunyan A.M.,299
50948,Di Guida S.,Sirunyan A.M.,300
112581,Salerno D.,Sirunyan A.M.,300
116524,Sirunyan A.M.,Vellidis K.,300
50687,Devetak D.,Sirunyan A.M.,301
114201,Segura Delgado M.A.,Sirunyan A.M.,302
91748,Magitteri A.,Sirunyan A.M.,302
116516,Sirunyan A.M.,Vazzoler F.,302
114049,Schwanenberger C.,Sirunyan A.M.,302
116959,Sirunyan A.M.,Zaganidis N.,302
110534,Riley G.,Sirunyan A.M.,302
116047,Sirunyan A.M.,Sun J.,302
22674,Babounikau I.,Sirunyan A.M.,302
93200,Marionneau M.,Sirunyan A.M.,303
71095,Johnson A.,Sirunyan A.M.,303
61350,Gyun D.,Sirunyan A.M.,303
42346,Cherepanov V.,Sirunyan A.M.,303
46055,Cieri D.,Sirunyan A.M.,303
115309,Singh A.,Sirunyan A.M.,303
24838,Bat A.,Sirunyan A.M.,303
98379,Nehrkorn A.,Sirunyan A.M.,303
40662,Chaves J.,Sirunyan A.M.,303
67812,Isildak B.,Sirunyan A.M.,303
56640,Flowers S.,Sirunyan A.M.,303
114299,Sen S.,Sirunyan A.M.,304
106505,Polikarpov S.,Sirunyan A.M.,304
90816,Lujan P.,Sirunyan A.M.,306
116611,Sirunyan A.M.,Voevodina E.,306
95533,Mittag G.,Sirunyan A.M.,307
113266,Sanz Becerra D.A.,Sirunyan A.M.,308
112829,Sanchez Rosas L.J.,Sirunyan A.M.,308
109383,Ramirez-Sanchez G.,Sirunyan A.M.,310
117080,Sirunyan A.M.,de Barbaro P.,310
117099,Sirunyan A.M.,de Trocóniz J.F.,312
116836,Sirunyan A.M.,Wright J.,312
102926,Parygin P.,Sirunyan A.M.,312
84941,Laner C.,Sirunyan A.M.,312
27360,Blobel V.,Sirunyan A.M.,312
95447,Misiura M.,Sirunyan A.M.,312
94792,Melo De Almeida M.,Sirunyan A.M.,313
92641,Mandrik P.,Sirunyan A.M.,314
87375,Leloup C.,Sirunyan A.M.,314
84234,Kutzner V.,Sirunyan A.M.,314
30231,Brun H.,Sirunyan A.M.,315
50929,Di Florio A.,Sirunyan A.M.,315
29679,Brandstetter J.,Sirunyan A.M.,315
84965,Lange J.,Sirunyan A.M.,316
106338,Planer M.,Sirunyan A.M.,316
96762,Mueller C.,Sirunyan A.M.,316
93049,Mao Z.,Sirunyan A.M.,316
92257,Makovec A.,Sirunyan A.M.,316
91362,Ma P.,Sirunyan A.M.,316
83973,Kunkle J.,Sirunyan A.M.,316
116828,Sirunyan A.M.,Woods N.,316
76927,Kiesel M.K.,Sirunyan A.M.,316
71955,Jung K.,Sirunyan A.M.,316
46205,Clarida W.,Sirunyan A.M.,316
75186,Kennedy E.,Sirunyan A.M.,316
13110,Afanasiev S.,Sirunyan A.M.,316
20654,Atakisi I.O.,Sirunyan A.M.,316
116657,Sirunyan A.M.,Walia G.,317
116445,Sirunyan A.M.,Van De Klundert M.,318
116642,Sirunyan A.M.,Vámi T.,318
105664,Pieters M.,Sirunyan A.M.,318
41063,Chekhovsky V.,Sirunyan A.M.,319
32744,Carnes A.,Sirunyan A.M.,319
116262,Sirunyan A.M.,Tonelli Manganote E.J.,319
116298,Sirunyan A.M.,Traczyk P.,320
116559,Sirunyan A.M.,Vesterbacka Olsson M.L.,320
109981,Raymond D.M.,Sirunyan A.M.,321
72832,Kalinin A.,Sirunyan A.M.,321
58977,Ghiasi Shirazi S.M.A.,Sirunyan A.M.,321
36945,Charaf O.,Sirunyan A.M.,321
57293,Frueboes T.,Sirunyan A.M.,321
95761,Moisenz P.,Sirunyan A.M.,322
109926,Rauch M.P.,Sirunyan A.M.,322
26665,Bheesette S.,Sirunyan A.M.,323
52473,Duarte Campderros J.,Sirunyan A.M.,323
69099,Jansová M.,Sirunyan A.M.,323
20238,Asilar E.,Sirunyan A.M.,324
41652,Chen Z.,Sirunyan A.M.,324
95940,Monroy J.,Sirunyan A.M.,325
92897,Manoni E.,Sirunyan A.M.,325
108072,Prokofyev O.,Sirunyan A.M.,325
33078,Carvalho Antunes De Oliveira A.,Sirunyan A.M.,325
58743,Gelmi A.,Sirunyan A.M.,325
82977,Krohn M.,Sirunyan A.M.,325
49537,De Mattia M.,Sirunyan A.M.,326
111510,Ruini D.,Sirunyan A.M.,326
96384,Morelos Pineda A.,Sirunyan A.M.,326
60797,Gul M.,Sirunyan A.M.,326
116025,Sirunyan A.M.,Suarez Gonzalez J.,326
48609,Danilov V.,Sirunyan A.M.,326
87447,Leonardi R.,Sirunyan A.M.,326
116770,Sirunyan A.M.,Wiederkehr S.A.,326
80070,Knolle J.,Sirunyan A.M.,326
116550,Sirunyan A.M.,Vermassen B.,326
104333,Petrushanko S.,Sirunyan A.M.,327
54428,Ershov A.,Sirunyan A.M.,327
75995,Khatiwada A.,Sirunyan A.M.,327
42365,Chernyavskaya N.,Sirunyan A.M.,327
29546,Bowen J.,Sirunyan A.M.,327
113830,Scharf C.,Sirunyan A.M.,328
84496,Lagarde F.,Sirunyan A.M.,328
24552,Barth C.,Sirunyan A.M.,328
51571,Doan T.H.,Sirunyan A.M.,328
60409,Gribushin A.,Sirunyan A.M.,328
104088,Perieanu A.,Sirunyan A.M.,328
26099,Bermúdez Martínez A.,Sirunyan A.M.,328
116335,Sirunyan A.M.,Trovato M.,328
109291,Rakness G.,Sirunyan A.M.,328
115977,Sirunyan A.M.,Stober F.M.,328
60096,Gozzelino A.,Sirunyan A.M.,329
117127,Sirunyan A.M.,Álvarez Fernández A.,329
25383,Belchior Batista Das Chagas E.,Sirunyan A.M.,329
66801,Ibrahim Z.A.,Sirunyan A.M.,330
114233,Seitz C.,Sirunyan A.M.,330
110152,Reimers A.,Sirunyan A.M.,331
40884,Chazin Quero B.,Sirunyan A.M.,331
102600,Papakrivopoulos I.,Sirunyan A.M.,331
85475,Lattaud H.,Sirunyan A.M.,331
98470,Neutelings I.,Sirunyan A.M.,333
27760,Bondu O.,Sirunyan A.M.,333
48914,Datta A.,Sirunyan A.M.,333
116634,Sirunyan A.M.,Voytishin N.,333
61097,Gupta R.,Sirunyan A.M.,333
56860,Fonseca De Souza S.,Sirunyan A.M.,333
116046,Sirunyan A.M.,Sumorok K.,333
58582,Gavrilenko M.,Sirunyan A.M.,334
30318,Brzhechko D.,Sirunyan A.M.,334
95703,Mohammadi Najafabadi M.,Sirunyan A.M.,334
114897,Shin Y.H.,Sirunyan A.M.,334
116553,Sirunyan A.M.,Vernieri C.,334
116281,Sirunyan A.M.,Torres Da Silva De Araujo F.,334
51946,Dosselli U.,Sirunyan A.M.,335
32031,Calderon De La Barca Sanchez M.,Sirunyan A.M.,335
85465,Latino G.,Sirunyan A.M.,335
33189,Castaneda Hernandez A.,Sirunyan A.M.,335
94679,Mejia Guisao J.,Sirunyan A.M.,336
29998,Brochero Cifuentes J.A.,Sirunyan A.M.,336
30929,Bunin P.,Sirunyan A.M.,337
54450,Escalante Del Valle A.,Sirunyan A.M.,338
116998,Sirunyan A.M.,Zhang A.,338
22635,Babaev A.,Sirunyan A.M.,338
32945,Carrera Jarrin E.,Sirunyan A.M.,338
108375,Puerta Pelayo J.,Sirunyan A.M.,339
116514,Sirunyan A.M.,Vazquez Valencia F.,339
100851,Olmedo Negrete M.,Sirunyan A.M.,339
73034,Kamenev A.,Sirunyan A.M.,339
105821,Pinna Angioni G.L.,Sirunyan A.M.,339
26542,Bhardwaj R.,Sirunyan A.M.,340
82720,Krammer M.,Sirunyan A.M.,340
60076,Goy Lopez S.,Sirunyan A.M.,340
101287,Oropeza Barrera C.,Sirunyan A.M.,341
42265,Cheng Y.,Sirunyan A.M.,341
116131,Sirunyan A.M.,Tapia Takaki J.D.,341
15290,Alcaraz Maestre J.,Sirunyan A.M.,341
59626,Gomez Ceballos G.,Sirunyan A.M.,341
93360,Martinez Rivero C.,Sirunyan A.M.,341
116583,Sirunyan A.M.,Vilela Pereira A.,341
87852,Levchenko P.,Sirunyan A.M.,341
56169,Fernández Ramos J.P.,Sirunyan A.M.,342
108016,Prieels C.,Sirunyan A.M.,342
108816,Pérez-Calero Yzquierdo A.,Sirunyan A.M.,342
96522,Morton A.,Sirunyan A.M.,342
116411,Sirunyan A.M.,Uribe Estrada C.,342
106236,Pitters F.M.,Sirunyan A.M.,342
115929,Sirunyan A.M.,Stahl Leiton A.G.,342
32970,Carrillo Moreno S.,Sirunyan A.M.,342
112820,Sanchez Cruz S.,Sirunyan A.M.,342
115321,Singh B.,Sirunyan A.M.,342
26793,Bhowmik D.,Sirunyan A.M.,342
116601,Sirunyan A.M.,Vit M.,342
110044,Rebello Teles P.,Sirunyan A.M.,342
111271,Rout P.K.,Sirunyan A.M.,342
50232,Delgado Peris A.,Sirunyan A.M.,342
116315,Sirunyan A.M.,Triantis F.A.,343
24679,Baselga M.,Sirunyan A.M.,343
66400,Hurtado Anampa K.,Sirunyan A.M.,343
15311,Aldaya Martin M.,Sirunyan A.M.,343
24514,Barrio Luna M.,Sirunyan A.M.,343
96265,Mora Herrera C.,Sirunyan A.M.,343
111292,Roy Chowdhury S.,Sirunyan A.M.,343
101981,Palencia Cortezon E.,Sirunyan A.M.,344
116668,Sirunyan A.M.,Wan Abdullah W.A.T.,344
116606,Sirunyan A.M.,Vizan Garcia J.M.,344
112562,Salazar Ibarguen H.A.,Sirunyan A.M.,344
52513,Dubinin M.,Sirunyan A.M.,344
62398,Hardenbrook J.,Sirunyan A.M.,344
56000,Fernandez Menendez J.,Sirunyan A.M.,344
59775,González Fernández J.R.,Sirunyan A.M.,344
105619,Piedra Gomez J.,Sirunyan A.M.,344
59741,Gonzalez Caballero I.,Sirunyan A.M.,344
83166,Krätschmer I.,Sirunyan A.M.,344
59756,Gonzalez Lopez O.,Sirunyan A.M.,344
57762,Galinhas B.,Sirunyan A.M.,345
33433,Cerci S.,Sirunyan A.M.,345
96544,Mossolov V.,Sirunyan A.M.,345
109137,Radogna R.,Sirunyan A.M.,345
46747,Codispoti G.,Sirunyan A.M.,345
24366,Barker A.,Sirunyan A.M.,345
111025,Romero A.,Sirunyan A.M.,345
115035,Shulha S.,Sirunyan A.M.,345
111514,Ruiz Alvarez J.D.,Sirunyan A.M.,345
111295,Roy D.,Sirunyan A.M.,346
116972,Sirunyan A.M.,Zanetti A.,346
21364,Autermann C.,Sirunyan A.M.,346
115999,Sirunyan A.M.,Strebler T.,346
116037,Sirunyan A.M.,Sulak L.,346
82504,Kovalchuk N.,Sirunyan A.M.,346
95276,Miller D.H.,Sirunyan A.M.,347
26658,Bhawandeep U.,Sirunyan A.M.,347
26339,Betts R.R.,Sirunyan A.M.,347
104193,Perry T.,Sirunyan A.M.,347
54098,Eminizer N.,Sirunyan A.M.,347
24510,Barria P.,Sirunyan A.M.,347
115869,Sirunyan A.M.,Son D.C.,347
56556,Flechl M.,Sirunyan A.M.,347
95362,Miniello G.,Sirunyan A.M.,347
54302,Eren E.,Sirunyan A.M.,348
50006,Deiters K.,Sirunyan A.M.,348
115828,Sirunyan A.M.,Smith G.,348
25239,Beernaert K.,Sirunyan A.M.,348
93268,Marraffino J.M.,Sirunyan A.M.,348
116431,Sirunyan A.M.,Vaitkus J.,348
103717,Pazzini J.,Sirunyan A.M.,348
29110,Boren S.,Sirunyan A.M.,348
33400,Celik A.,Sirunyan A.M.,348
47251,Conte E.,Sirunyan A.M.,348
47260,Contreras-Campana C.,Sirunyan A.M.,348
27211,Bitioukov S.,Sirunyan A.M.,348
62585,Harr R.,Sirunyan A.M.,348
63233,Heidegger C.,Sirunyan A.M.,348
82797,Kreis B.,Sirunyan A.M.,348
47630,Coughlan J.A.,Sirunyan A.M.,348
25284,Behrens U.,Sirunyan A.M.,348
46743,Cocoros A.,Sirunyan A.M.,348
72273,Kadija K.,Sirunyan A.M.,348
100018,Nourbakhsh S.,Sirunyan A.M.,348
13980,Akbiyik M.,Sirunyan A.M.,348
116572,Sirunyan A.M.,Vidal R.,348
52574,Dudenas V.,Sirunyan A.M.,348
52579,Dudko L.,Sirunyan A.M.,348
57682,Gadrat S.,Sirunyan A.M.,348
72956,Kamalieddin R.,Sirunyan A.M.,349
116342,Sirunyan A.M.,Tsamalaidze Z.,349
80523,Komurcu Y.,Sirunyan A.M.,349
50934,Di Francesco A.,Sirunyan A.M.,349
52823,Dumanoglu I.,Sirunyan A.M.,350
32012,Calabria C.,Sirunyan A.M.,350
78080,Klabbers P.,Sirunyan A.M.,350
27073,Bin Anuar A.A.,Sirunyan A.M.,350
42798,Chierici R.,Sirunyan A.M.,351
104174,Perries S.,Sirunyan A.M.,351
115879,Sirunyan A.M.,Sordini V.,351
116470,Sirunyan A.M.,Vander Velde C.,351
59903,Gorbunov I.,Sirunyan A.M.,352
116469,Sirunyan A.M.,Vander Donckt M.,352
117055,Sirunyan A.M.,Zobec J.,352
41203,Chen G.,Sirunyan A.M.,352
63642,Heredia-De La Cruz I.,Sirunyan A.M.,352
110851,Rogan C.,Sirunyan A.M.,353
99029,Nguyen T.Q.,Sirunyan A.M.,353
54754,Eysermans J.,Sirunyan A.M.,353
61353,Gómez Espinosa T.A.,Sirunyan A.M.,356
85973,Le Bihan A.C.,Sirunyan A.M.,358
53803,El Mamouni H.,Sirunyan A.M.,360
116185,Sirunyan A.M.,Teroerde M.,360
108944,Qiu H.,Sirunyan A.M.,360
88191,Li J.,Sirunyan A.M.,360
54078,Elwood A.,Sirunyan A.M.,361
26296,Beschi A.,Sirunyan A.M.,361
57216,Freer C.,Sirunyan A.M.,364
116803,Sirunyan A.M.,Wisecarver A.,364
92367,Malbouisson H.,Sirunyan A.M.,364
116868,Sirunyan A.M.,Xiao R.,364
74566,Katsoulis P.,Sirunyan A.M.,364
116672,Sirunyan A.M.,Wang B.,364
30504,Bucci R.,Sirunyan A.M.,364
115884,Sirunyan A.M.,Sosnov D.,364
22723,Bachiller I.,Sirunyan A.M.,364
116667,Sirunyan A.M.,Wamorkar T.,364
84180,Kurz S.,Sirunyan A.M.,364
59069,Gianneios P.,Sirunyan A.M.,365
27177,Bisello D.,Sirunyan A.M.,366
49403,De Castro Manzano P.,Sirunyan A.M.,366
71601,Joshi Y.R.,Sirunyan A.M.,366
110387,Reyes-Almanza R.,Sirunyan A.M.,366
49494,De La Cruz B.,Sirunyan A.M.,366
74625,Kaur M.,Sirunyan A.M.,367
80010,Klyukhin V.,Sirunyan A.M.,367
116774,Sirunyan A.M.,Wightman A.,367
116363,Sirunyan A.M.,Tu Z.,367
115108,Siddireddy P.,Sirunyan A.M.,367
51602,Dodd L.,Sirunyan A.M.,367
98024,Naseri M.,Sirunyan A.M.,368
74876,Keaveney J.,Sirunyan A.M.,368
70167,Ji W.,Sirunyan A.M.,368
97083,Musella P.,Sirunyan A.M.,368
26512,Bhandari R.,Sirunyan A.M.,368
59744,Gonzalez D.,Sirunyan A.M.,368
70319,Jiang C.H.,Sirunyan A.M.,368
83306,Kudella S.,Sirunyan A.M.,368
116726,Sirunyan A.M.,Weinberg M.,368
29759,Bravo C.,Sirunyan A.M.,368
63241,Heikkilä J.K.,Sirunyan A.M.,369
114810,Shevchenko R.,Sirunyan A.M.,369
46760,Coelho E.,Sirunyan A.M.,370
116249,Sirunyan A.M.,Tok U.G.,370
117068,Sirunyan A.M.,Zumerle G.,370
49498,De La Cruz-Burelo E.,Sirunyan A.M.,371
116765,Sirunyan A.M.,Wickramage N.,371
55281,Faltermann N.,Sirunyan A.M.,372
115157,Siikonen H.,Sirunyan A.M.,373
85539,Laurila S.,Sirunyan A.M.,373
62947,Havukainen J.,Sirunyan A.M.,373
111747,Russo L.,Sirunyan A.M.,374
89428,Linacre J.,Sirunyan A.M.,374
116561,Sirunyan A.M.,Vesztergombi G.,374
111208,Rossi A.M.,Sirunyan A.M.,374
50200,Delannoy H.,Sirunyan A.M.,375
97137,Muthumuni S.,Sirunyan A.M.,375
114729,Shchutska L.,Sirunyan A.M.,375
27060,Bilki B.,Sirunyan A.M.,375
50163,Del Burgo R.,Sirunyan A.M.,375
116859,Sirunyan A.M.,Wöhrmann C.,375
94869,Mengke T.,Sirunyan A.M.,375
116679,Sirunyan A.M.,Wang M.,375
94983,Mesic B.,Sirunyan A.M.,376
107398,Pozdnyakov I.,Sirunyan A.M.,376
78209,Klein D.,Sirunyan A.M.,376
116196,Sirunyan A.M.,Thapa P.,376
96619,Mozer M.U.,Sirunyan A.M.,376
62823,Hassan Q.,Sirunyan A.M.,376
116206,Sirunyan A.M.,Tholen H.,376
114822,Shi K.,Sirunyan A.M.,377
74636,Kaur S.,Sirunyan A.M.,377
77037,Kilpatrick M.,Sirunyan A.M.,377
16399,Ambrogi F.,Sirunyan A.M.,377
80239,Kodolova O.,Sirunyan A.M.,377
71577,Joshi B.M.,Sirunyan A.M.,377
62756,Hashemi B.,Sirunyan A.M.,377
59373,Gleyzer S.V.,Sirunyan A.M.,377
115948,Sirunyan A.M.,Starling E.,377
115822,Sirunyan A.M.,Smirnov V.,378
29134,Borgonovi L.,Sirunyan A.M.,378
112198,Saggio A.,Sirunyan A.M.,378
51898,Dorfer C.,Sirunyan A.M.,379
114833,Shi W.,Sirunyan A.M.,379
57201,Freed S.,Sirunyan A.M.,379
116961,Sirunyan A.M.,Zahid S.,379
49919,Deelen N.,Sirunyan A.M.,379
59161,Gilbert D.,Sirunyan A.M.,379
114062,Schweiger K.,Sirunyan A.M.,379
116646,Sirunyan A.M.,Wadud M.A.,379
107308,Poudyal N.,Sirunyan A.M.,379
22792,Backhaus M.,Sirunyan A.M.,379
116203,Sirunyan A.M.,Thiel M.,379
108984,Quach D.,Sirunyan A.M.,379
25423,Bell K.W.,Sirunyan A.M.,379
116945,Sirunyan A.M.,Yuan L.,379
61494,Hadley M.,Sirunyan A.M.,379
55889,Feng Y.,Sirunyan A.M.,379
49086,David P.,Sirunyan A.M.,379
116057,Sirunyan A.M.,Surányi O.,379
65450,Hu M.,Sirunyan A.M.,379
49467,De Jesus Damiao D.,Sirunyan A.M.,380
95722,Mohanty G.B.,Sirunyan A.M.,380
101701,Paganini P.,Sirunyan A.M.,381
50918,Di Croce D.,Sirunyan A.M.,381
29119,Borg J.,Sirunyan A.M.,382
29789,Breedon R.,Sirunyan A.M.,382
25246,Beghin D.,Sirunyan A.M.,382
112253,Sahoo N.,Sirunyan A.M.,383
116451,Sirunyan A.M.,Van Haevermaet H.,383
14881,Albajar C.,Sirunyan A.M.,383
16415,Amendola C.,Sirunyan A.M.,383
48158,Da Silveira G.G.,Sirunyan A.M.,384
48121,Da Costa E.M.,Sirunyan A.M.,384
50475,Derdzinski M.,Sirunyan A.M.,385
106029,Piroué P.,Sirunyan A.M.,385
104156,Perniè L.,Sirunyan A.M.,385
50244,Della Negra M.,Sirunyan A.M.,385
109151,Radziej M.,Sirunyan A.M.,386
95297,Millet P.,Sirunyan A.M.,386
110470,Richardson C.,Sirunyan A.M.,386
81307,Kothekar K.,Sirunyan A.M.,386
91811,Mahakud B.,Sirunyan A.M.,388
